Nom du site,Geo Point,Geo Shape,Nom de l'arrêt
Stade Yves-du-Manoir,"48.9257521972527, 2.24785538109127","{""coordinates"": [2.24785538109127, 48.9257521972527], ""type"": ""Point""}",Stade Yves-du-Manoir (YDM) - PMR-Parking
TA CER 1 CHC,"48.8556719067399, 2.29153381929963","{""coordinates"": [2.29153381929963, 48.8556719067399], ""type"": ""Point""}",
Teahupo'o Tahiti,"-17.8560889289052, -149.252115708599","{""coordinates"": [-149.252115708599, -17.8560889289052], ""type"": ""Point""}",Teahupo'o Tahiti (TAH) - PHP
Teahupo'o Tahiti,"-17.8562525772484, -149.252427701582","{""coordinates"": [-149.252427701582, -17.8562525772484], ""type"": ""Point""}",Teahupo'o Tahiti (TAH) - DDS
Teahupo'o Tahiti,"-17.8561763844071, -149.252499847079","{""coordinates"": [-149.252499847079, -17.8561763844071], ""type"": ""Point""}",Teahupo'o Tahiti (TAH) - TA
Teahupo'o Tahiti,"-17.8562357414635, -149.252603782158","{""coordinates"": [-149.252603782158, -17.8562357414635], ""type"": ""Point""}",Teahupo'o Tahiti (TAH) - TC
Teahupo'o Tahiti,"-17.7282747616382, -149.318099973777","{""coordinates"": [-149.318099973777, -17.7282747616382], ""type"": ""Point""}",Teahupo'o Tahiti (TAH) - DDS
Teahupo'o Tahiti,"-17.7264109879847, -149.312474233886","{""coordinates"": [-149.312474233886, -17.7264109879847], ""type"": ""Point""}",Venue_code_1 is unknown () - DDS
Teahupo'o Tahiti,"-17.8560787171246, -149.252137165758","{""coordinates"": [-149.252137165758, -17.8560787171246], ""type"": ""Point""}",Teahupo'o Tahiti (TAH) - PHP
Teahupo'o Tahiti,"-17.856265738915, -149.252233972705","{""coordinates"": [-149.252233972705, -17.856265738915], ""type"": ""Point""}",Teahupo'o Tahiti (TAH) - TX
The Originals Boutiques - Hôtel Maison Montmartre,"48.9004620999075, 2.33619909996671","{""coordinates"": [2.33619909996671, 48.9004620999075], ""type"": ""Point""}",The Originals Boutiques - Hôtel Maison Montmartre
The originals Residence Paris Ivry,"48.814613555747, 2.40637087494739","{""coordinates"": [2.40637087494739, 48.814613555747], ""type"": ""Point""}",
The Remix Hotel,"48.8974848137065, 2.38655320850218","{""coordinates"": [2.38655320850218, 48.8974848137065], ""type"": ""Point""}",The Remix Hotel - TF
Tir Chateauroux - Village,"46.8132086717292, 1.75823470090672","{""coordinates"": [1.75823470090672, 46.8132086717292], ""type"": ""Point""}",Centre National de Tir de Châteauroux (CTX) - PSH-DEPOSE-MIN
Tir Chateauroux - Village,"46.8192868830972, 1.7573732479903","{""coordinates"": [1.7573732479903, 46.8192868830972], ""type"": ""Point""}",Centre National de Tir de Châteauroux (CTX) - PSH-DEPOSE-MIN
Tir Chateauroux - Village,"46.8151905222285, 1.75471564330765","{""coordinates"": [1.75471564330765, 46.8151905222285], ""type"": ""Point""}",Centre National de Tir de Châteauroux (CTX) - PSH-DEPOSE-MIN
Tir Chateauroux - Village Oly Chat.,"46.8496827284809, 1.71010165285002","{""coordinates"": [1.71010165285002, 46.8496827284809], ""type"": ""Point""}",MACH36
Transport Mall - Paralympic Village,"48.9210110967181, 2.33900344984235","{""coordinates"": [2.33900344984235, 48.9210110967181], ""type"": ""Point""}",TM - Paralympic Village
Trianon palace Versailles,"48.8101071218843, 2.12065606496887","{""coordinates"": [2.12065606496887, 48.8101071218843], ""type"": ""Point""}",Trianon palace Versailles
Trocadéro,"48.8594443060196, 2.28760816982994","{""coordinates"": [2.28760816982994, 48.8594443060196], ""type"": ""Point""}",Trocadero (TRO) - P2LZ
Trocadéro,"48.8623355466853, 2.29302221633431","{""coordinates"": [2.29302221633431, 48.8623355466853], ""type"": ""Point""}",Trocadero (TRO) - PFR-navettes
Trocadéro,"48.8660143818745, 2.29192635213277","{""coordinates"": [2.29192635213277, 48.8660143818745], ""type"": ""Point""}",Trocadero (TRO) - DDS - SILT
Trocadéro,"48.8593657478278, 2.28743751328214","{""coordinates"": [2.28743751328214, 48.8593657478278], ""type"": ""Point""}",Trocadero (TRO) - TX
Trocadéro - compétition,"48.8552846846325, 2.2902121756328","{""coordinates"": [2.2902121756328, 48.8552846846325], ""type"": ""Point""}",Stade Emile Anthoine - TF
Trocadéro - Compétition,"48.8566824525152, 2.29044668083772","{""coordinates"": [2.29044668083772, 48.8566824525152], ""type"": ""Point""}",Trocadero (TRO) - TA
Trocadero - Night 1,"48.8667320747512, 2.28986627214615","{""coordinates"": [2.28986627214615, 48.8667320747512], ""type"": ""Point""}",Trocadéro - Night 1
Trocadero - Night 2,"48.8670016590911, 2.29018825080183","{""coordinates"": [2.29018825080183, 48.8670016590911], ""type"": ""Point""}",Trocadéro - Night 2
Trocadero - Parc des champions,"48.8635789263044, 2.29282539635389","{""coordinates"": [2.29282539635389, 48.8635789263044], ""type"": ""Point""}",Trocadéro (Champion's Park)
Trocadéro - Parc des champions,"48.8631220899503, 2.28813204125249","{""coordinates"": [2.28813204125249, 48.8631220899503], ""type"": ""Point""}",Trocadero (TRO) - TX
Trocadéro - Parc des champions,"48.8635362400333, 2.28979846012199","{""coordinates"": [2.28979846012199, 48.8635362400333], ""type"": ""Point""}",Trocadero (TRO) - PHP
Trocadéro - Parc des champions,"48.8552164493355, 2.2944940123338","{""coordinates"": [2.2944940123338, 48.8552164493355], ""type"": ""Point""}",
Trocadéro - Parc des champions,"48.863513299516, 2.2911018203778","{""coordinates"": [2.2911018203778, 48.863513299516], ""type"": ""Point""}",Trocadero (TRO) - TA
Trocadéro - Parc des champions,"48.8630919701866, 2.28839298477452","{""coordinates"": [2.28839298477452, 48.8630919701866], ""type"": ""Point""}",Trocadero (TRO) - P2LZ
Trocadéro - Parc des champions,"48.8643620000559, 2.28801499975413","{""coordinates"": [2.28801499975413, 48.8643620000559], ""type"": ""Point""}",
Trocadéro - Parc des champions,"48.8632221385895, 2.28911611600184","{""coordinates"": [2.28911611600184, 48.8632221385895], ""type"": ""Point""}",Trocadero (TRO) - CIR W
Trocadéro - Parc des champions,"48.8635927045447, 2.2900559523167","{""coordinates"": [2.2900559523167, 48.8635927045447], ""type"": ""Point""}",Trocadero (TRO) - ENG
Trocadéro - Parc des champions,"48.8633739057593, 2.28934784900579","{""coordinates"": [2.28934784900579, 48.8633739057593], ""type"": ""Point""}",Trocadero (TRO) - CIR P
Trocadéro - Parc des champions,"48.8594606746088, 2.28737784089275","{""coordinates"": [2.28737784089275, 48.8594606746088], ""type"": ""Point""}",Trocadero (TRO) - PMR-Parking
Trocadéro - Parc des champions,"48.8640272878494, 2.29322470068486","{""coordinates"": [2.29322470068486, 48.8640272878494], ""type"": ""Point""}",Trocadero (TRO) - DDS
Trocadéro - Parc des champions,"48.8596154874161, 2.28761982367411","{""coordinates"": [2.28761982367411, 48.8596154874161], ""type"": ""Point""}",
Trocadéro - Parc des champions,"48.8634659751057, 2.28957842809377","{""coordinates"": [2.28957842809377, 48.8634659751057], ""type"": ""Point""}",TRO-P7LZ
Trocadéro - Parc des champions,"48.8633479535234, 2.2948970694377","{""coordinates"": [2.2948970694377, 48.8633479535234], ""type"": ""Point""}",TRO-PMR Parking
VAR Room - Video Assistant Referee,"48.8623842028017, 2.3595377909151","{""coordinates"": [2.3595377909151, 48.8623842028017], ""type"": ""Point""}",VAR – Video assistant referees
Velodrome de Saint-Quentin-en-Yvelines,"48.7898481339175, 2.03502309061666","{""coordinates"": [2.03502309061666, 48.7898481339175], ""type"": ""Point""}",Velodrome National Saint-Quentin - TF
Velopark de Saint-Quentin-en-Yvelines,"48.7922230268711, 2.03585542374484","{""coordinates"": [2.03585542374484, 48.7922230268711], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - MPCP
Velopark de Saint-Quentin-en-Yvelines,"48.787342473236, 2.03442453056644","{""coordinates"": [2.03442453056644, 48.787342473236], ""type"": ""Point""}",Vélodrome National - St-Quentin - TA
Velopark de Saint-Quentin-en-Yvelines,"48.7900042337195, 2.03503447137299","{""coordinates"": [2.03503447137299, 48.7900042337195], ""type"": ""Point""}",Vélodrome National - St-Quentin
Velopark de Saint-Quentin-en-Yvelines,"48.7893441847062, 2.03287427104972","{""coordinates"": [2.03287427104972, 48.7893441847062], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - ENG
Velopark de Saint-Quentin-en-Yvelines,"48.7892583890541, 2.03363081601231","{""coordinates"": [2.03363081601231, 48.7892583890541], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - TX
Velopark de Saint-Quentin-en-Yvelines,"48.7909696071524, 2.03506864328641","{""coordinates"": [2.03506864328641, 48.7909696071524], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - OHE
Velopark de Saint-Quentin-en-Yvelines,"48.789482390768, 2.0326783996902","{""coordinates"": [2.0326783996902, 48.789482390768], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - PHP
Velopark de Saint-Quentin-en-Yvelines,"48.7894734019792, 2.03397854397733","{""coordinates"": [2.03397854397733, 48.7894734019792], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - CIR W
Velopark de Saint-Quentin-en-Yvelines,"48.7892183157199, 2.03350957758494","{""coordinates"": [2.03350957758494, 48.7892183157199], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - P2LZ
Velopark de Saint-Quentin-en-Yvelines,"48.7874249997749, 2.04020099967725","{""coordinates"": [2.04020099967725, 48.7874249997749], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - TAXI
Velopark de Saint-Quentin-en-Yvelines,"48.7876323560124, 2.03710277763598","{""coordinates"": [2.03710277763598, 48.7876323560124], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - CIR P
Velopark de Saint-Quentin-en-Yvelines,"48.787425028776, 2.03453594861113","{""coordinates"": [2.03453594861113, 48.787425028776], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - PRT
Velopark de Saint-Quentin-en-Yvelines,"48.7874530000311, 2.04012000038473","{""coordinates"": [2.04012000038473, 48.7874530000311], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - TAXI
Velopark de Saint-Quentin-en-Yvelines,"48.7894091659449, 2.03562047477219","{""coordinates"": [2.03562047477219, 48.7894091659449], ""type"": ""Point""}",Velodrome National Saint-Quentin
Velopark de St-Q.-en-Yvelines,"48.7839482508127, 2.04114109021536","{""coordinates"": [2.04114109021536, 48.7839482508127], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - PMR-Parking
Velopark de St-Q.-en-Yvelines,"48.7892434078688, 2.03286763070314","{""coordinates"": [2.03286763070314, 48.7892434078688], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - PFR-navettes
Velopark de St-Q.-en-Yvelines,"48.7903568872341, 2.03246799179278","{""coordinates"": [2.03246799179278, 48.7903568872341], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - PMR-Parking
Velopark de St-Q.-en-Yvelines,"48.7877963194415, 2.04119589992743","{""coordinates"": [2.04119589992743, 48.7877963194415], ""type"": ""Point""}",Velopark de Saint-Quentin-en-Yvelines (VEL) - PFR-PARKING
Velopark de St-Quentin-en-Yvelines,"48.7894489687924, 2.03555909171494","{""coordinates"": [2.03555909171494, 48.7894489687924], ""type"": ""Point""}",
Venue_code_1 is unknown,"50.635245390135, 3.07136142973319","{""coordinates"": [3.07136142973319, 50.635245390135], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
Venue_code_1 is unknown,"50.6321508199759, 3.06875737542129","{""coordinates"": [3.06875737542129, 50.6321508199759], ""type"": ""Point""}",Venue_code_1 is unknown (TF DDS Hotel) - DDS
Venue_code_1 is unknown,"50.6371653258539, 3.05815476853198","{""coordinates"": [3.05815476853198, 50.6371653258539], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
Venue_code_1 is unknown,"48.8298096361475, 2.28394625943944","{""coordinates"": [2.28394625943944, 48.8298096361475], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - DDS
Venue_code_1 is unknown,"50.6364427390281, 3.06228753267527","{""coordinates"": [3.06228753267527, 50.6364427390281], ""type"": ""Point""}",Venue_code_1 is unknown (TF LZ ) - TF
Venue_code_1 is unknown,"50.6321208770545, 3.06861146206968","{""coordinates"": [3.06861146206968, 50.6321208770545], ""type"": ""Point""}",Venue_code_1 is unknown (TF DDS Hotel) - DDS
Verger - Hotels,"48.9983320451194, 2.51645598361764","{""coordinates"": [2.51645598361764, 48.9983320451194], ""type"": ""Point""}",Verger - Hotels
Victor Hugo Jean JaurÃ¨s - AND,"48.8978263552943, 2.3109208968582","{""coordinates"": [2.3109208968582, 48.8978263552943], ""type"": ""Point""}",Victor Hugo Jean Jaurès
Vill. Medias - Centre int. Broadcast,"48.9438171865955, 2.41216160185813","{""coordinates"": [2.41216160185813, 48.9438171865955], ""type"": ""Point""}",Gare de Dugny - Para-Marathon
Village des Grooms - Huttopia Le bout du parc,"48.8066567607011, 2.07682310615239","{""coordinates"": [2.07682310615239, 48.8066567607011], ""type"": ""Point""}",Village des Grooms (FR000808D)
Village des Medias,"48.9452977148779, 2.4156748183423","{""coordinates"": [2.4156748183423, 48.9452977148779], ""type"": ""Point""}",Village des Médias (MVL) - TC
Village des Medias,"48.944902230904, 2.41380263586541","{""coordinates"": [2.41380263586541, 48.944902230904], ""type"": ""Point""}",Village des Médias - AND
Village des Medias,"48.9449264686277, 2.4138394144518","{""coordinates"": [2.4138394144518, 48.9449264686277], ""type"": ""Point""}",
Village Oly Marseille - Marina,"43.2540641049286, 5.38229927688643","{""coordinates"": [5.38229927688643, 43.2540641049286], ""type"": ""Point""}",Village Olympique Marseille (OVM) MRS MAM - TC
Village Olympique,"48.9221352275768, 2.34092695528896","{""coordinates"": [2.34092695528896, 48.9221352275768], ""type"": ""Point""}",Village Olympique et Paralympique (OLV/PLV) - TA
Village Olympique,"48.9257330326136, 2.33701780834699","{""coordinates"": [2.33701780834699, 48.9257330326136], ""type"": ""Point""}",Village Olympique et Paralympique (OLV/PLV) - TX
Village Olympique,"48.9261417561862, 2.33707936581283","{""coordinates"": [2.33707936581283, 48.9261417561862], ""type"": ""Point""}",Village Olympique Entrée Principale (OLV) - TC
Village Olympique,"48.9211097720304, 2.33961623291701","{""coordinates"": [2.33961623291701, 48.9211097720304], ""type"": ""Point""}",Village Olympique et Paralympique (OLV/PLV) - TA
Village Olympique,"48.9261548741186, 2.33713307853074","{""coordinates"": [2.33713307853074, 48.9261548741186], ""type"": ""Point""}",Village Olympique Entrée Principale (OLV) - TF
Village Olympique,"48.9261787982366, 2.33717917029976","{""coordinates"": [2.33717917029976, 48.9261787982366], ""type"": ""Point""}",Village Olympique et Paralympique Entrée Principale - P7 LZ
Village Olympique,"48.9261736936669, 2.33714780540161","{""coordinates"": [2.33714780540161, 48.9261736936669], ""type"": ""Point""}",Village Olympique et Paralympique (OLV/PLV) - CIR W
Village Olympique,"48.9261994493436, 2.33716843057641","{""coordinates"": [2.33716843057641, 48.9261994493436], ""type"": ""Point""}",Village Olympique et Paralympique (OLV/PLV) - ENG
Village Olympique,"48.9190281221348, 2.33560808012215","{""coordinates"": [2.33560808012215, 48.9190281221348], ""type"": ""Point""}",
Village Olympique,"48.9262141421853, 2.33715028342842","{""coordinates"": [2.33715028342842, 48.9262141421853], ""type"": ""Point""}",Village Olympique et Paralympique (OLV/PLV) - P2LZ
Village Olympique,"48.9231200000733, 2.34110699970743","{""coordinates"": [2.34110699970743, 48.9231200000733], ""type"": ""Point""}",Village Olympique et Paralympique (OLV/PLV) - TAXI
Village Olympique,"48.9190117674656, 2.33562169671943","{""coordinates"": [2.33562169671943, 48.9190117674656], ""type"": ""Point""}",Village Olympique (OLV) - PMR-Parking
Village Olympique,"48.9189982324289, 2.33557700972336","{""coordinates"": [2.33557700972336, 48.9189982324289], ""type"": ""Point""}",Village Olympique et Paralympique - Parking OGER
Village Olympique AND - TPC,"48.9222273253213, 2.34087495795046","{""coordinates"": [2.34087495795046, 48.9222273253213], ""type"": ""Point""}",Village Olympique OLV TX AND - TPC
Village Olympique Chateauroux,"46.796152471331, 1.71197814454535","{""coordinates"": [1.71197814454535, 46.796152471331], ""type"": ""Point""}",Village Olympique Châteauroux (OVC) - PSH-DEPOSE-MIN
Village Olympique Chateauroux,"46.7968650930398, 1.71430174572386","{""coordinates"": [1.71430174572386, 46.7968650930398], ""type"": ""Point""}",Village Olympique Châteauroux (OVC) - TC
Village Olympique Chateauroux,"46.7965269233984, 1.71407241750991","{""coordinates"": [1.71407241750991, 46.7965269233984], ""type"": ""Point""}",Village Olympique Châteauroux (OVC) - TA
Village Olympique Chateauroux,"46.7892256701576, 1.70289427169616","{""coordinates"": [1.70289427169616, 46.7892256701576], ""type"": ""Point""}",Centre National de Tir de Châteauroux (CTX) - TC
Village Olympique Chateauroux,"46.7964756470548, 1.71385211466963","{""coordinates"": [1.71385211466963, 46.7964756470548], ""type"": ""Point""}",Village Olympique Châteauroux (OVC) - PSH-DEPOSE-MIN
Village Olympique Chateauroux,"46.7969452020779, 1.71423452389283","{""coordinates"": [1.71423452389283, 46.7969452020779], ""type"": ""Point""}",Village Olympique Châteauroux (OVC) - TX
Village Olympique et Paralympique,"48.9257695534329, 2.33702332939275","{""coordinates"": [2.33702332939275, 48.9257695534329], ""type"": ""Point""}",Village Olympique et Paralympique Entrée Principale (OLV/PLV) - TX Bus LZ
Village Olympique et Paralympique,"48.9261656886038, 2.33712695410296","{""coordinates"": [2.33712695410296, 48.9261656886038], ""type"": ""Point""}",Village Olympique et Paralympique (OLV/PLV) - CIR P
Village Olympique et Paralympique,"48.9225149941804, 2.34068436213627","{""coordinates"": [2.34068436213627, 48.9225149941804], ""type"": ""Point""}",TPC Place Blanche - CIR dépose et reprise
Village Olympique Lille Metropole,"50.6303434783673, 3.13462798485138","{""coordinates"": [3.13462798485138, 50.6303434783673], ""type"": ""Point""}",Village Olympique Lille Métropole (OVL) - TC
Village Olympique Lille Metropole,"50.6302076637534, 3.13494582047699","{""coordinates"": [3.13494582047699, 50.6302076637534], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - CIR W
Village Olympique Lille Metropole,"50.6300175222929, 3.13468141574614","{""coordinates"": [3.13468141574614, 50.6300175222929], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TX
